Завод,Год отгрузки,Месяц,Дата фактической отгрузки,Цех,Стан,МЗК,Получатель МЗК,ОХ,Обозначение ВнешГрМт,Краткое наименование материала,Полное наименование материала,НТД трубы,НД на покрытие,НД на внутреннее покрытие,"Диаметр наружный, мм","Размер 1, мм","Размер 2, мм","Стенка, мм","Длина трубы, мм",Марка стали,Группа прочности,Тип Резьбы,Высадка,Признак термообрабоки,Вид труб-М1,Вид труб-М2,Вид труб-М3 Вид бизнеса,Вид труб-М4-Спец,"Вес, тн.",Валюта Документа,Валютный курс с/ф ТД,"Стоимость ТД без НДС, руб.","Цена ТД без НДС, руб./тн.",Инкотермс,"Инкотермс, Место",Код ТН ВЭД,Номер ГТД,Дата ГТД,Отдел Сбыта,ПФМ Код,ПФМ Текст,Куратор,Спецификация ТД-клиент,Внутр.номер Получателя,ОКПО получателя,ИНН получателя,Получатель,Адрес Получателя,Город Получателя,Регион Получателя,Страна Получателя,Станция назначения,Тип отгрузки,Внутр.номер Плательщика,ОКПО плательщика,ИНН плательщика,Плательщик,Город Плательщика,Страна Плательщика,ОКПО основного потребителя,Основной Потребитель,Регион ПОСТАВКИ РФ,Фед.округ РФ/ Регион мира,Страна назначения,Направление отгрузки,Отрасль Основного Потребителя,Подотрасль Основного Потребителя,Подотрасль потребителя 2 /продукт,Холдинги,Металлотрейдер,№ строки,Получатель рабочее наименование,Плательщик рабочее наименование,ЗРУ из КД,ИГК из КС,"Количество, м","Количество, шт.",Вид трубы Бизнес (M1),Сегмент Бизнес (M3)
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТПЦ 8,Стан 30-102,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 57 5,г/д Общ.назнач.,"ГОСТ 8732-78, ГОСТ 8731-74 Группа В",,,57,,,5,7250,20,,,,,Гд Общ,Бесшовные Гд,Бш Пром,-,6.972,RUB,,939879.00552,134807.66,CPT,Г. РОСТОВ-НА-ДОНУ,,,,БН ПП,TMK/3100-00-012,ОП_ПАП,КОВКОВА И.Ю.,310018002157/050,11008049,76957841,6166053689,"ООО ""РПРЗ""",,г. Ростов-на-Дону,Ростовская обл.,Россия,АВТОТРАНСПОРТ,Автотранспорт,11008049,76957841,6166053689,"ООО ""РПРЗ""",г. Ростов-на-Дону,Россия,76957841,Ростовский прессово-раскройный завод,Ростовская область,Южный ФО,Россия,РФ,Машиностроение,Металлообработка,-,-,-,ПЧ71292,Ростовский прессово-раскройный завод,Ростовский прессово-раскройный завод,0,,1087.5,150,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТПЦ 8,Стан 30-102,-,-,,ТрБесШвнГрДфрОбщНзнч,"ТгдОН ГОСТ8731 20 57 3,5",г/д Общ.назнач.,"ГОСТ 8732-78, ГОСТ 8731-74 Группа В",,,57,,,3.5,9000,20,,,,,Гд Общ,Бесшовные Гд,Бш Пром,-,7.51,RUB,,1061078.888,141288.80000000002,CPT,Г. РОСТОВ-НА-ДОНУ,,,,БН ПП,TMK/3100-00-012,ОП_ПАП,КОВКОВА И.Ю.,310018002157/050,11008049,76957841,6166053689,"ООО ""РПРЗ""",,г. Ростов-на-Дону,Ростовская обл.,Россия,АВТОТРАНСПОРТ,Автотранспорт,11008049,76957841,6166053689,"ООО ""РПРЗ""",г. Ростов-на-Дону,Россия,76957841,Ростовский прессово-раскройный завод,Ростовская область,Южный ФО,Россия,РФ,Машиностроение,Металлообработка,-,-,-,ПЧ71293,Ростовский прессово-раскройный завод,Ростовский прессово-раскройный завод,0,,1620,180,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТПЦ 8,Стан 30-102,-,-,,ТрБесШвнГрДфрОбщНзнч,"ТгдОН ГОСТ8731 20 60 3,5",г/д Общ.назнач.,"ГОСТ 8732-78, ГОСТ 8731-74 Группа В",,,60,,,3.5,9523.57142857143,20,,,,,Гд Общ,Бесшовные Гд,Бш Пром,-,19.476,RUB,,1974274.13484,101369.59,FCA,"АО ""ПНТЗ""",,,,БН ОП,TMK/3100-00-020,ОП_ПЭМ,ПОЧТАРЕНКО С.А.,310020000114/022,11008394,05355958,5012000639,"АО ""ГК ЕКС""",,г. Ярославль,Ярославская обл.,Россия,САМОВЫВОЗ ПОЛУЧАТЕЛЯ,Самовывоз,11008394,05355958,5012000639,"АО ""ГК ЕКС""",г. Ярославль,Россия,05355958,Группа компаний ЕКС,Ярославская область,Центральный ФО,Россия,РФ,Инфраструктура,Строительные организации,-,-,-,ПЧ71294,Группа компаний ЕКС,Группа компаний ЕКС,0,,3999.9,420,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТПЦ 8,Стан 30-102,-,-,,,PNZ/,г/д Общ.назнач.,"ГОСТ 8732-78, ГОСТ 8731-74 Группа В",,,57,,,4,10338.502673796791,20,,,,,Гд Общ,Бесшовные Гд,Бш Пром,-,10.106,RUB,,1102396.23404,109083.34,,,,,,ТД ТМК ПП,/,,,PNZ//,900333959,41750813,6658459980,"Общество с ограниченной ответственностью ПКФ ""Уральская трубопромышленная компания""","620141, РОССИЯ, СВЕРДЛОВСКАЯ ОБЛАСТЬ, г. ЕКАТЕРИНБУРГ, ул. МАЙКОПСКАЯ, 10, пом. 206А",ЕКАТЕРИНБУРГ,СВЕРДЛОВСКАЯ ОБЛАСТЬ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,АВТОТРАНСПОРТ,Автотранспорт,39709,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",ЕКАТЕРИНБУРГ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,41750813,ПКФ Уральская трубопромышленная компания,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,ПЧ71295,ПКФ Уральская трубопромышленная компания,ТД ТМК,0,,1933.3,187,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТПЦ 8,Стан 30-102,-,-,,,PNZ/,г/д Общ.назнач.,"ГОСТ 8732-78, ГОСТ 8731-74 Группа В",,,57,,,5,10927.397260273972,20,,,,,Гд Общ,Бесшовные Гд,Бш Пром,-,10.228,RUB,,1115704.40152,109083.34000000001,,,,,,ТД ТМК ПП,/,,,PNZ//,900333959,41750813,6658459980,"Общество с ограниченной ответственностью ПКФ ""Уральская трубопромышленная компания""","620141, РОССИЯ, СВЕРДЛОВСКАЯ ОБЛАСТЬ, г. ЕКАТЕРИНБУРГ, ул. МАЙКОПСКАЯ, 10, пом. 206А",ЕКАТЕРИНБУРГ,СВЕРДЛОВСКАЯ ОБЛАСТЬ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,АВТОТРАНСПОРТ,Автотранспорт,39709,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",ЕКАТЕРИНБУРГ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,41750813,ПКФ Уральская трубопромышленная компания,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,ПЧ71296,ПКФ Уральская трубопромышленная компания,ТД ТМК,0,,1595.4,146,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТПЦ 8,Стан 30-102,-,-,,,PNZ/,г/д Общ.назнач.,"ГОСТ 8732-78, ГОСТ 8731-74 Группа В",,,57,,,6,9173.103448275862,20,,,,,Гд Общ,Бесшовные Гд,Бш Пром,-,10.036,RUB,,1094760.40024,109083.34000000001,,,,,,ТД ТМК ПП,/,,,PNZ//,900333959,41750813,6658459980,"Общество с ограниченной ответственностью ПКФ ""Уральская трубопромышленная компания""","620141, РОССИЯ, СВЕРДЛОВСКАЯ ОБЛАСТЬ, г. ЕКАТЕРИНБУРГ, ул. МАЙКОПСКАЯ, 10, пом. 206А",ЕКАТЕРИНБУРГ,СВЕРДЛОВСКАЯ ОБЛАСТЬ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,АВТОТРАНСПОРТ,Автотранспорт,39709,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",ЕКАТЕРИНБУРГ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,41750813,ПКФ Уральская трубопромышленная компания,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,ПЧ71297,ПКФ Уральская трубопромышленная компания,ТД ТМК,0,,1330.1,145,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТПЦ 8,Стан 30-102,-,-,,,PNZ/,г/д Общ.назнач.,"ГОСТ 8732-78, ГОСТ 8731-74 Группа В",,,60,,,3.5,11043.684210526315,20,,,,,Гд Общ,Бесшовные Гд,Бш Пром,-,10.212,RUB,,1193527.5,116875,,,,,,ТД ТМК ПП,/,,,PNZ//,900333959,41750813,6658459980,"Общество с ограниченной ответственностью ПКФ ""Уральская трубопромышленная компания""","620141, РОССИЯ, СВЕРДЛОВСКАЯ ОБЛАСТЬ, г. ЕКАТЕРИНБУРГ, ул. МАЙКОПСКАЯ, 10, пом. 206А",ЕКАТЕРИНБУРГ,СВЕРДЛОВСКАЯ ОБЛАСТЬ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,АВТОТРАНСПОРТ,Автотранспорт,39709,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",ЕКАТЕРИНБУРГ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,41750813,ПКФ Уральская трубопромышленная компания,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,ПЧ71298,ПКФ Уральская трубопромышленная компания,ТД ТМК,0,,2098.3,190,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТЭСЦ 15,Стан 15,-,-,,ТрСврПрмШвнОбщНзнч,ТпшОН ГОСТ10704 10 40 2,п/ш Общ.назнач.,"ГОСТ 10704-91, ГОСТ 10705-80 Группа В",,,40,,,2,6000,10,,,,,Св Общ,Сварные МД,Св Пром,-,5.5,RUB,,563750,102500,CPT,Г. ЖОДИНО,,,,Внутр. перемещение,TMK/3100-00-13,ОП_СНГ,ХВЕСЮК А.А.,310024000274/012,12000101,05808712,600038906,"ОАО ""БЕЛАЗ"" - УКХ ""БЕЛАЗ ХОЛДИНГ""",,г. Жодино,Минская область,Беларусь,АВТОТРАНСПОРТ,Автотранспорт,12000101,05808712,600038906,"ОАО ""БЕЛАЗ"" - УКХ ""БЕЛАЗ ХОЛДИНГ""",г. Жодино,Беларусь,05808712,БЕЛАЗ - УКХ БЕЛАЗ-ХОЛДИНГ,-,БЗ,Беларусь,БЗ,Экспорт,Экспорт БЗ,-,-,-,ПЧ71380,БЕЛАЗ - УКХ БЕЛАЗ-ХОЛДИНГ,БЕЛАЗ - УКХ БЕЛАЗ-ХОЛДИНГ,0,,2898,483,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТЭСЦ 15,Стан 15,-,-,,,PNZ/,п/ш Общ.назнач.,"ГОСТ 10704-91, ГОСТ 10705-80 Группа В",,,40,,,3,6000,20,,,,,Св Общ,Сварные МД,Св Пром,-,5.63,RUB,,443854.1679,78837.33,,,,,,ТД ТМК ПП,/,,,PNZ//,900333959,41750813,6658459980,"Общество с ограниченной ответственностью ПКФ ""Уральская трубопромышленная компания""","620141, РОССИЯ, СВЕРДЛОВСКАЯ ОБЛАСТЬ, г. ЕКАТЕРИНБУРГ, ул. МАЙКОПСКАЯ, 10, пом. 206А",ЕКАТЕРИНБУРГ,СВЕРДЛОВСКАЯ ОБЛАСТЬ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,АВТОТРАНСПОРТ,Автотранспорт,39709,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",ЕКАТЕРИНБУРГ,РОССИЙСКАЯ ФЕДЕРАЦИЯ,41750813,ПКФ Уральская трубопромышленная компания,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,ПЧ71381,ПКФ Уральская трубопромышленная компания,ТД ТМК,0,,2040,340,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТЭСЦ 15,УПТХ,-,-,,ТрСврПрмШвнХлДфрХол,"ТпшОН ТУ159-233 08Ю 4,76 0,7",п/ш х/д для Холод.,ТУ 14-159-233-2006,,,4.76,,,0.7,3500000,08Ю,,,,,Св Общ,Сварные МД,Св Пром,-,14.118,RUB,,2268000,160645.98385040375,FCA,Г. ПЕРВОУРАЛЬСК,,,,Внутр. перемещение,TMK/3100-00-012,ОП_ПАП,РЫБАСЬ Д.Р.,310022001214/00U,12000346,00243352,100010198,"ЗАО ""АТЛАНТ""",,г. Минск,BY/,Беларусь,САМОВЫВОЗ ПОЛУЧАТЕЛЯ,Самовывоз,12000346,00243352,100010198,"ЗАО ""АТЛАНТ""",г. Минск,Беларусь,00243352,Атлант,-,БЗ,Беларусь,БЗ,Экспорт,Экспорт БЗ,-,-,-,ПЧ71382,Атлант,Атлант,0,,210000,60,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТЭСЦ 15,УПТХ,-,-,,ТрСврПрмШвнХлДфрХол,"ТпшОН ТУ159-233 08Ю 4,76 0,7",п/ш х/д для Холод.,ТУ 14-159-233-2006,,,4.76,,,0.7,3500000,08Ю,,,,,Св Общ,Сварные МД,Св Пром,-,14.148,RUB,,2268000,160305.3435114504,FCA,Г. ПЕРВОУРАЛЬСК,,,,Внутр. перемещение,TMK/3100-00-012,ОП_ПАП,РЫБАСЬ Д.Р.,310022001214/00U,12000346,00243352,100010198,"ЗАО ""АТЛАНТ""",,г. Минск,BY/,Беларусь,САМОВЫВОЗ ПОЛУЧАТЕЛЯ,Самовывоз,12000346,00243352,100010198,"ЗАО ""АТЛАНТ""",г. Минск,Беларусь,00243352,Атлант,-,БЗ,Беларусь,БЗ,Экспорт,Экспорт БЗ,-,-,-,ПЧ71383,Атлант,Атлант,0,,210000,60,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТЭСЦ 15,УПТХ,-,-,,ТрСврПрмШвнХлДфрХол,"ТпшОН ТУ159-262 08Ю 4,76 0,7",п/ш х/д для Холод.,ТУ 14-159-262-2011,,,4.76,,,0.7,3500000,08Ю,,,,,Св Общ,Сварные МД,Св Пром,-,11.881,RUB,,1636250,137719.8888982409,FCA,"АО ""ПНТЗ""",,,,БН ПП,TMK/3100-00-012,ОП_ПАП,РЫБАСЬ Д.Р.,310024001440/001,11053789,87016952,4800016984,"ООО ""Ай Эйч Пи Апплаенсес""",,г. Липецк,Липецкая обл.,Россия,САМОВЫВОЗ ПОЛУЧАТЕЛЯ,Самовывоз,11053789,87016952,4800016984,"ООО ""Ай Эйч Пи Апплаенсес""",г. Липецк,Россия,87016952,Ай Эйч Пи Апплаенсес,Липецкая область,Центральный ФО,Россия,РФ,Машиностроение,Машиностроение.Прочее,Бытовая техника,-,-,ПЧ71384,Ай Эйч Пи Апплаенсес,Ай Эйч Пи Апплаенсес,0,,175000,50,,
ПНТЗ,2024,Декабрь,2024-12-10 00:00:00,ТЭСЦ 15,УПТХ,-,-,,ТрСврПрмШвнХлДфрХол,"ТпшОН ТУ159-262 08Ю 4,76 0,7",п/ш х/д для Холод.,ТУ 14-159-262-2011,,,4.76,,,0.7,3500000,08Ю,,,,,Св Общ,Сварные МД,Св Пром,-,11.833,RUB,,1636250,138278.5430575509,FCA,Г. ПЕРВОУРАЛЬСК,,,,БН ПП,TMK/3100-00-012,ОП_ПАП,РЫБАСЬ Д.Р.,310024001440/007,11053789,87016952,4800016984,"ООО ""Ай Эйч Пи Апплаенсес""",,г. Липецк,Липецкая обл.,Россия,САМОВЫВОЗ ПОЛУЧАТЕЛЯ,Самовывоз,11053789,87016952,4800016984,"ООО ""Ай Эйч Пи Апплаенсес""",г. Липецк,Россия,87016952,Ай Эйч Пи Апплаенсес,Липецкая область,Центральный ФО,Россия,РФ,Машиностроение,Машиностроение.Прочее,Бытовая техника,-,-,ПЧ71385,Ай Эйч Пи Апплаенсес,Ай Эйч Пи Апплаенсес,0,,175000,50,,
ВТЗ,2024,Декабрь,2024-12-05 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрПдшпн,"ТгдШХ ГОСТ800 ШХ15В 160-160,9 12-12,9","Трубы горячедеформированные подшипниковые D160,50 X S12,00 ГОСТ 800-78, ТС 3-2022, МСт ШХ15-В, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 800-78,,,160.5,,,12,,ШХ15-В,,,,т/о,Гд ШХ,Подшипниковые,Бш Пром,-,12.755,RUB,"1,00000",1693041.17495,132735.49,FCA,"АО ""ВТЗ""",,,,ОСП-В ТМК,БН ПП,ОП_ПМП,КОЧКАРЕВ К.М.,,11000850,05808824,6451104638,"Акционерное общество ""ЕПК Саратов""","410039, область Саратовская, город Саратов, проспект Энтузиастов, 64 ""А""",город Саратов,Саратовская обл.,Россия,,Самовывоз,11000850,05808824,6451104638,"Акционерное общество ""ЕПК Саратов""",город Москва,Россия,05808824,ЕПК Саратов,Саратовская область,Приволжский ФО,Россия,РФ,Машиностроение,Подшипниковое,-,-,-,В31856,ЕПК Саратов,ЕПК Саратов,,,265.44,67,Гд ШХ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-05 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрПдшпн,"ТгдШХ ГОСТ800 ШХ15СГВ 126-126,9 18-18,9","Трубы горячедеформированные подшипниковые D126,00 X S18,80 ГОСТ 800-78, ТС 3-2022, МСт ШХ15СГ-В, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 800-78,,,126,,,18.8,,ШХ15СГ-В,,,,т/о,Гд ШХ,Подшипниковые,Бш Пром,-,6.53,RUB,"1,00000",888144.7123,136009.91,FCA,"АО ""ВТЗ""",,,,ОСП-В ТМК,БН ПП,ОП_ПМП,КОЧКАРЕВ К.М.,,11000850,05808824,6451104638,"Акционерное общество ""ЕПК Саратов""","410039, область Саратовская, город Саратов, проспект Энтузиастов, 64 ""А""",город Саратов,Саратовская обл.,Россия,,Самовывоз,11000850,05808824,6451104638,"Акционерное общество ""ЕПК Саратов""",город Москва,Россия,05808824,ЕПК Саратов,Саратовская область,Приволжский ФО,Россия,РФ,Машиностроение,Подшипниковое,-,-,-,В31857,ЕПК Саратов,ЕПК Саратов,,,124.6,28,Гд ШХ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-09 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрПдшпн,"ТгдШХ ГОСТ800 ШХ15Ш 73-73,9 9-9,9","Трубы горячедеформированные подшипниковые D73,70 X S9,10 ГОСТ 800-78, ТС 169-2022, МСт ШХ15-Ш, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 800-78,,,73.7,,,9.1,,ШХ15-Ш,,,,т/о,Гд ШХ,Подшипниковые,Бш Пром,-,0.13,RUB,"1,00000",80795,621500,EXW,"АО ""ВТЗ""",,,,ДПВР,БН ПП,ОП_ПМП,КОЧКАРЕВ К.М.,,11011427,78673088,6316040924,"Филиал открытого акционерного общества ""ЕПК Самара"" в г. Волжский","404112, область Волгоградская, город Волжский, улица Пушкина, 45",город Волжский,Волгоградская обл.,Россия,,Самовывоз,11000849,40993844,6316040924,"Открытое акционерное общество ""ЕПК Самара""",город Москва,Россия,78673088,ЕПК Самара,Волгоградская область,Южный ФО,Россия,РФ,Машиностроение,Подшипниковое,-,-,-,В31945,ЕПК Самара,ЕПК Самара,,,8.12,2,Гд ШХ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-09 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрПдшпн,"ТгдШХ ГОСТ800 ШХ15Ш 54-54,9 10-10,9","Трубы горячедеформированные подшипниковые D54,00 X S10,30 ГОСТ 800-78, ТС 169-2022 МД, МСт ШХ15-Ш, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 800-78,,,54,,,10.3,,ШХ15-Ш,,,,т/о,Гд ШХ,Подшипниковые,Бш Пром,-,2.06,RUB,"1,00000",1280290,621500,EXW,"АО ""ВТЗ""",,,,ДПВР,БН ПП,ОП_ПМП,КОЧКАРЕВ К.М.,,11011427,78673088,6316040924,"Филиал открытого акционерного общества ""ЕПК Самара"" в г. Волжский","404112, область Волгоградская, город Волжский, улица Пушкина, 45",город Волжский,Волгоградская обл.,Россия,,Самовывоз,11000849,40993844,6316040924,"Открытое акционерное общество ""ЕПК Самара""",город Москва,Россия,78673088,ЕПК Самара,Волгоградская область,Южный ФО,Россия,РФ,Машиностроение,Подшипниковое,-,-,-,В31946,ЕПК Самара,ЕПК Самара,,,176.53,52,Гд ШХ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-09 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрПдшпн,"ТгдШХ ГОСТ800 ШХ15СГВ 118-118,9 22-22,9","Трубы горячедеформированные подшипниковые D118,30 X S22,10 ГОСТ 800-78, ТС 169-2022, МСт ШХ15СГ-В, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 800-78,,,118.3,,,22.1,,ШХ15СГ-В,,,,т/о,Гд ШХ,Подшипниковые,Бш Пром,-,6.035,RUB,"1,00000",820819.80685,136009.91,FCA,"АО ""ВТЗ""",,,,,БН ПП,ОП_ПМП,КОЧКАРЕВ К.М.,,11011427,78673088,6316040924,"Филиал открытого акционерного общества ""ЕПК Самара"" в г. Волжский","404112, область Волгоградская, город Волжский, улица Пушкина, 45",город Волжский,Волгоградская обл.,Россия,,Самовывоз,11000849,40993844,6316040924,"Открытое акционерное общество ""ЕПК Самара""",город Москва,Россия,78673088,ЕПК Самара,Волгоградская область,Южный ФО,Россия,РФ,Машиностроение,Подшипниковое,-,-,-,В31947,ЕПК Самара,ЕПК Самара,,,109.2,34,Гд ШХ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-09 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрПдшпн,"ТгдШХ ГОСТ800 ШХ15СГВ 156-156,9 14-14,9","Трубы горячедеформированные подшипниковые D156,50 X S14,50 ГОСТ 800-78, ТС 169-2022, МСт ШХ15СГ-В, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 800-78,,,156.5,,,14.5,,ШХ15СГ-В,,,,т/о,Гд ШХ,Подшипниковые,Бш Пром,-,5.06,RUB,"1,00000",688210.1446,136009.91,FCA,"АО ""ВТЗ""",,,,,БН ПП,ОП_ПМП,КОЧКАРЕВ К.М.,,11011427,78673088,6316040924,"Филиал открытого акционерного общества ""ЕПК Самара"" в г. Волжский","404112, область Волгоградская, город Волжский, улица Пушкина, 45",город Волжский,Волгоградская обл.,Россия,,Самовывоз,11000849,40993844,6316040924,"Открытое акционерное общество ""ЕПК Самара""",город Москва,Россия,78673088,ЕПК Самара,Волгоградская область,Южный ФО,Россия,РФ,Машиностроение,Подшипниковое,-,-,-,В31948,ЕПК Самара,ЕПК Самара,,,95.37,24,Гд ШХ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-02 00:00:00,ТПЦ-2,Линия пресса 5500 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКтлн,ТгдКВД ТУ3Р-55 12Х1МФ 133 15,"Трубы горячедеформированные котельные D133,00 X S15,00 ТУ 14-3Р-55-2001, МСт 12Х1МФ, т/о, Н/К: 10000 Обрезка резцом, ТипКонцов: Прямой рез",ТУ 14-3Р-55-2001,,,133,,,15,,12Х1МФ,,,,т/о,Гд КВД,Котельные,Бш Пром,-,3.567,RUB,"1,00000",853999.26189,239416.67,FCA,"АО ""ВТЗ""",,,,,БН ОП,ОП_ПЭМ,КИСЛЫЙ Г.В.,,11018198,82588023,2222853807,"Общество с ограниченной ответственностью ""Производственное объединение ""Межрегионэнергосервис""","656922, край Алтайский, город Барнаул, улица Трактовая, дом 7Л",г. Барнаул,Алтайский край,Россия,,Самовывоз,11018198,82588023,2222853807,"Общество с ограниченной ответственностью ""Производственное объединение ""Межрегионэнергосервис""",город Москва,Россия,82588023,ПО Межрегионэнергосервис,Алтайский край,Сибирский ФО,Россия,РФ,Машиностроение,Энергетическое,-,-,-,В33034,ПО Межрегионэнергосервис,ПО Межрегионэнергосервис,,,78.28,7,Гд КВД,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-02 00:00:00,ТПЦ-2,Линия пресса 5500 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКтлн,ТгдКВД ТУ3Р-55 20 194 19,"Трубы горячедеформированные котельные D194,00 X S19,00 ТУ 14-3Р-55-2001, МСт 20, т/о, М/Д: 5194 Обрезка резцом, ТипКонцов: Прямой рез",ТУ 14-3Р-55-2001,,,194,,,19,,20,,,,т/о,Гд КВД,Котельные,Бш Пром,-,5.68,RUB,"1,00000",1176820.2856,207186.67,FCA,"АО ""ВТЗ""",,,,,БН ОП,ОП_ПЭМ,КИСЛЫЙ Г.В.,,11018198,82588023,2222853807,"Общество с ограниченной ответственностью ""Производственное объединение ""Межрегионэнергосервис""","656922, край Алтайский, город Барнаул, улица Трактовая, дом 7Л",г. Барнаул,Алтайский край,Россия,,Самовывоз,11018198,82588023,2222853807,"Общество с ограниченной ответственностью ""Производственное объединение ""Межрегионэнергосервис""",город Москва,Россия,82588023,ПО Межрегионэнергосервис,Алтайский край,Сибирский ФО,Россия,РФ,Машиностроение,Энергетическое,-,-,-,В33035,ПО Межрегионэнергосервис,ПО Межрегионэнергосервис,,,64.98,12,Гд КВД,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-02 00:00:00,ТПЦ-2,Линия пресса 2000 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрНржв,ТгдНЖ ТУ3Р-85 08Х18Н10ТУ 89 10,"Трубы горячедеформированные нержавеющие из сталей D89,00 X S10,00 ТУ 14-3Р-85-2005, ТС 1668-2021, МСт 08Х18Н10Т У, т/о, Н/М: 3000 - 5000 Без обрезки",ТУ 14-3Р-85-2005,,,89,,,10,,08Х18Н10Т У,,,,т/о,Гд НЖ,Нержавеющие,Бш Пром,-,20.021,RUB,"1,00000",20321315,1015000,DAP,Г. ПЕРВОУРАЛЬСК,,,,,БН НЕРЖ,БН НЕРЖ,ГРИЩЕНКО М.В.,,11022688,44320177,6684036797,"Общество с ограниченной ответственностью ""Киберсталь""","623101, Свердловская область, г. Первоуральск, ул. Ленина, соор. 18, эт/пом 4/410",г. Первоуральск,Свердловская обл.,Россия,,Автотранспорт,11006968,05785537,1835012826,"Публичное акционерное общество ""Ижевский завод нефтяного машиностроения""",город Москва,Россия,44320177,Киберсталь,Свердловская область,Уральский ФО,Россия,РФ,Прочие отрасли,Горно-металлургические компании,Трубная ,-,-,В33036,Киберсталь,Ижевский завод нефтяного машиностроения,,,1031.1,226,Гд НЖ,Бш Пром/Seamless Ind
